'account_number','service_class','service_index','oc_class','char1','char2'
'7048209020',S004,'800007790','','',''
'7048209020',S004,'800001774','','',''
'7048209020',S001,'800006662','60401018','',''
'7048209020',S004,'800007555','','',''
'7048209020',S004,'800008765','','',''
'7048209020',S004,'800007662','','',''
'7048209020',S004,'800008766','','',''
'7048209020',S004,'800008768','','',''
'7048209020',S004,'800008767','','',''
'7048209020',S004,'800003261','60401018','',''
'7048209020',S004,'800010284','','',''
'7048209020',S004,'800007313','60804001','',''
'7048209020',S004,'800007377','60804001','',''
'7048209020',S004,'800007447','60804001','',''
'7048209020',S004,'800007312','60804001','',''
'7048209020',S004,'800006215','60804001','',''
'7048209020',S004,'800007611','60804001','',''
'7048209020',S004,'800001918','60804001','',''
'7048209020',S004,'800007481','','',''
'7048209020',S004,'800007485','60401018','',''
'7048209020',S004,'800008766','60401018','',''
'7048209020',S004,'800000717','','',''
'7048209020',S004,'800003262','60401018','',''
'7048209020',S004,'800010571','','',''
'7048209020',S004,'800007397','','',''
'7048209020',S004,'800001931','','',''
'7048209020',S004,'800001774','60401018','',''
'7048209020',S004,'800007312','60401018','',''
'7048209020',S004,'800007313','60401018','',''
'7048209020',S004,'800007397','60401018','',''
'7048209020',S004,'800001773','60401018','',''
'7048209020',S004,'800001290','','',''
'7048209020',S004,'800003254','60401018','',''
'7048209020',S036,'800001821','','',''
'7048209020',S004,'800007447','60401018','',''
'7048209020',S004,'800001773','60401099','',''
'7048209020',S004,'800007313','60401099','',''
'7048209020',S004,'800007312','60401099','',''
'7048209020',S004,'800007377','60401099','',''
'7048209020',S004,'800010583','','',''
'7048209020',S004,'800010586','','',''
'7048209020',S004,'800010584','','',''
'7048209020',S004,'800010571','60401018','',''
'7048209020',S004,'800008830','60401018','',''
'7048209020',S004,'800008830','','',''
'7048209020',S004,'800006330','','',''
'7048209020',S004,'800008764','60401018','',''
'7048209020',S004,'800007556','','',''
'7048209020',S004,'800007554','','',''
'7048209020',S004,'800008769','60401018','',''
'7048209020',S004,'800007447','60401099','',''
'7048209020',S036,'800007313','60401018','',''
'7048209020',S036,'800007313','','',''
'7048209020',S036,'800007312','60401018','',''
'7048209020',S036,'800007312','','',''
'7048209020',S004,'800008766','60404999','',''
'7048209020',S004,'800003262','60404999','',''
'7048209020',S004,'800007397','60404999','',''
'7048209020',S004,'800001774','91507998','',''
'7048209020',S004,'800003254','91507998','',''
'7048209020',S004,'800003261','91507998','',''
'7048209020',S004,'800003261','60404999','',''
'7048209020',S004,'800003254','60404999','',''
'7048209020',S004,'800001918','60404999','',''
'7048209020',S004,'800001821','91507998','',''
'7048209020',S004,'800001774','60404999','',''
'7048209020',S004,'800007312','60404999','',''
'7048209020',S004,'800007313','60404999','',''
'7048209020',S004,'800007447','60404999','',''
'7048209020',S004,'800007377','60404999','',''
'7048209020',S004,'800001773','60404999','',''
'7048209020',S004,'800010588','','',''
'7048209020',S004,'800010589','','',''
'7048209020',S004,'800001773','91507998','',''
'7048209020',S004,'800008764','','',''
'7048209020',S036,'800007662','','',''
'7048209020',S004,'800007477','60401018','',''
'7048209020',S004,'800007467','','',''
'7048209020',S004,'800006662','','',''
'7048209020',S004,'800001918','60401018','',''
'7048209020',S004,'800007477','','',''
'7048209020',S004,'800001855','60401018','',''
'7048209020',S079,'800001855','','',''
'7048209020',S079,'800001821','','',''
'7048209020',S004,'800008834','','',''
'7048209020',S076,'800001821','','',''
'7048209020',S001,'800007377','','',''
'7048209020',S001,'800007312','','',''
'7048209020',S001,'800007313','','',''
'7048209020',S004,'800007501','','',''
'7048209020',S005,'800007313','','',''
'7048209020',S005,'800007312','','',''
'7048209020',S005,'800007377','','',''
'7048209020',S004,'800002131','','',''
'7048209020',S004,'800008769','','',''
'7048209020',S001,'800008769','','',''
'7048209020',S001,'800009391','','',''
'7048209020',S001,'800008767','','',''
'7048209020',S004,'800003262','60804001','',''
'7048209020',S004,'800008764','60804001','',''
'7048209020',S004,'800001814','','',''
'7048209020',S004,'800010284','60401018','',''
'7048209020',S004,'800003250','60401018','',''
'7048209020',S004,'800008764','60404999','',''
'7048209020',S004,'800008765','60404999','',''
'7048209020',S004,'800002436','60404999','',''
'7048209020',S004,'800001821','60404999','',''
'7048209020',S004,'800001820','60404999','',''
'7048209020',S004,'800006287','','',''
'7048209020',S001,'800007477','','',''
'7048209020',S004,'800000712','','',''
'7048209020',S004,'800006286','','',''
'7048209020',S001,'800007447','','',''
'7048209020',S004,'800001773','60804001','',''
'7048209020',S005,'800002436','','',''
'7048209020',S004,'800006185','','',''
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7048208020',S001,'800003300','','',''
'7048208020',S001,'800008022','','',''
'7048208020',S001,'800007318','','',''
'7048208020',S001,'800007315','60401018','',''
'7048208020',S001,'800007315','','',''
'7048208020',S001,'800007311','','',''
'7048208020',S001,'800007258','','',''
'7048208020',S001,'800000706','','',''
'7048208020',S001,'800000599','','',''
'7048208020',S001,'800000023','','',''
'7048208020',S001,'800000706','60401018','',''
'7048208020',S001,'800007258','60401018','',''
'7048208020',S001,'800003296','','',''
'7048208020',S001,'800007256','60401018','',''
'7048208020',S001,'800007338','','',''
'7048208020',S001,'800007626','','',''
'7048208020',S001,'800007631','','',''
'7048208020',S001,'800007310','','',''
'7048208020',S001,'800007535','','',''
'7048208020',S004,'800008022','','',''
'7048208020',S004,'800007318','','',''
'7048208020',S004,'800007315','','',''
'7048208020',S001,'800008022','60804001','',''
'7048208020',S001,'800000599','60804001','',''
'7048208020',S001,'800007311','60401018','',''
'7048208020',S001,'800007310','60401018','',''
'7048208020',S001,'800003300','60401018','',''
'7048208020',S001,'800007336','','',''
'7048208020',S001,'800000599','60401018','',''
'7048208020',S001,'800007629','60401018','',''
'7048208020',S001,'800007318','60401018','',''
'7048208020',S001,'800007318','60401099','',''
'7048208020',S001,'800008022','60401018','',''
'7048208020',S001,'800008022','60401099','',''
'7048208020',S001,'800000599','60401099','',''
'7048208020',S036,'800008022','','',''
'7048208020',S038,'800008022','','',''
'7048208020',S038,'800007315','','',''
'7048208020',S001,'800007311','60401099','',''
'7048208020',S001,'800007310','60401099','',''
'7048208020',S001,'800007626','60401099','',''
'7048208020',S001,'800007626','60401018','',''
'7048208020',S001,'800007629','60401099','',''
'7048208020',S001,'800007629','','',''
'7048208020',S001,'800000706','60404999','',''
'7048208020',S001,'800000599','60404999','',''
'7048208020',S001,'800007535','60404999','',''
'7048208020',S001,'800007336','60404999','',''
'7048208020',S001,'800007310','60404999','',''
'7048208020',S001,'800007311','60404999','',''
'7048208020',S036,'800008022','60404999','',''
'7048208020',S001,'800009600','','',''
'7048208020',S036,'800007315','','',''
'7048208020',S001,'800007336','60401018','',''
'7048208020',S001,'800007336','60401099','',''
'7048208020',S001,'800007335','','',''
'7048208020',S001,'800003299','','',''
'7048208020',S004,'800007535','','',''
'7048208020',S004,'800007311','','',''
'7048208020',S004,'800007336','','',''
'7048208020',S001,'800006393','','',''
'7048208020',S001,'800003297','','',''
'7048208020',S004,'800003299','','',''
'7048208020',S004,'800003300','','',''
'7048208020',S004,'800007335','','',''
'7048208020',S001,'800007535','60401018','',''
'7048208020',S005,'800007315','','',''
'7048208020',S001,'800008022','60404999','',''
'7048208020',S001,'800003301','','',''
'7048208020',S036,'800007535','','',''
'7048208020',S036,'800007311','','',''
'7048208020',S036,'800007335','','',''
'7048208020',S001,'800007335','60404999','',''
'7048208020',S001,'800007318','60404999','',''
'7048208020',S001,'800010110','60404999','',''
'7048208020',S001,'800010110','','',''
'7048208020',S001,'800006393','60404999','',''
'7048208020',S001,'800007335','60804001','',''
'7048208020',S001,'800007535','60804001','',''
'7048208020',S001,'800007311','60804001','',''
'7048208020',S001,'800007339','','',''
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7048414970',S036,'800003662','62101001','',''
'7048414970',S036,'800002266','','',''
'7048414970',S036,'800005014','','',''
'7048414970',S036,'800007317','','',''
'7048414970',S036,'800007720','','',''
'7048414970',S036,'800005014','62101001','',''
'7048414970',S036,'800005002','62101001','',''
'7048414970',S036,'800005003','62101001','',''
'7048414970',S036,'800005001','62101001','',''
'7048414970',S036,'800003632','62101001','',''
'7048414970',S004,'800005014','','',''
'7048414970',S036,'800007361','','',''
'7048414970',S036,'800005580','62101001','',''
'7048414970',S036,'800005014','62001M04','',''
'7048414970',S036,'800005014','62001M01','',''
'7048414970',S036,'800003632','62001M01','',''
'7048414970',S036,'800006391','','',''
'7048414970',S036,'800007465','','',''
'7048414970',S004,'800010284','62101001','',''
'7048414970',S036,'800006391','61907996','',''
'7048414970',S036,'800005014','61907996','',''
'7048414970',S004,'800001855','62101001','',''
'7048414970',S004,'800003250','62101001','',''
'7048414970',S004,'800003254','62101001','',''
'7048414970',S004,'800003261','62101001','',''
'7048414970',S004,'800001820','62101001','',''
'7048414970',S004,'800001821','62101001','',''
'7048414970',S036,'800007740','62101001','',''
'7048414970',S004,'800007313','62001M01','',''
'7048414970',S004,'800007317','','',''
'7048414970',S004,'800003306','62001M01','',''
'7048414970',S036,'800010710','61907996','',''
'7048414970',S004,'800003262','62001M01','',''
'7048414970',S004,'800007377','62001M01','',''
'7048414970',S004,'800007447','62001M01','',''
'7048414970',S004,'800001821','62001M01','',''
'7048414970',S001,'800008022','62001M01','',''
'7048414970',S004,'800002436','62001M01','',''
'7048414970',S004,'800007312','62001M01','',''
'7048414970',S004,'800006215','62001M01','',''
'7048414970',S001,'800000599','62001M01','',''
'7048414970',S001,'800007315','62001M01','',''
'7048414970',S004,'800007611','62001M01','',''
'7048414970',S036,'800007361','62001M01','',''
'7048414970',S036,'800002266','62001M01','',''
'7048414970',S004,'800001918','62001M01','',''
'7048414970',S001,'800007338','62001M01','',''
'7048414970',S004,'800003250','62001M01','',''
'7048414970',S004,'800001820','62001M01','',''
'7048414970',S036,'800010284','62101001','',''
'7048414970',S004,'800003254','62001M01','',''
'7048414970',S004,'800003261','62001M01','',''
'7048414970',S004,'800001774','62101001','',''
'7048414970',S036,'800005591','62101001','',''
'7048414970',S004,'800001931','62101001','',''
'7048414970',S004,'800001828','62101001','',''
'7048414970',S004,'800007377','62101001','',''
'7048414970',S004,'800001773','62101001','',''
'7048414970',S036,'800005690','62101001','',''
'7048414970',S036,'800002266','60401018','',''
'7048414970',S036,'800002266','62101001','',''
'7048414970',S036,'800007515','62101001','',''
'7048414970',S036,'800007515','','',''
'7048414970',S025,'800002266','','',''
'7048414970',S036,'800002266','60401099','',''
'7048414970',S036,'800007317','61907996','',''
'7048414970',S036,'800007317','60401018','',''
'7048414970',S036,'800007317','60401099','',''
'7048414970',S004,'800001774','62001M01','',''
'7048414970',S001,'800007318','62101001','',''
'7048414970',S038,'800007317','','',''
'7048414970',S004,'800010586','62101001','',''
'7048414970',S004,'800010588','62101001','',''
'7048414970',S004,'800010583','62101001','',''
'7048414970',S004,'800010589','62101001','',''
'7048414970',S004,'800010584','62101001','',''
'7048414970',S004,'800003262','62101001','',''
'7048414970',S004,'800005014','61907996','',''
'7048414970',S004,'800006330','62101001','',''
'7048414970',S036,'800005001','62001M01','',''
'7048414970',S036,'800005002','62001M01','',''
'7048414970',S036,'800005003','62001M01','',''
'7048414970',S036,'800005591','62001M01','',''
'7048414970',S036,'800006661','62001M01','',''
'7048414970',S004,'800010651','62101001','',''
'7048414970',S036,'800007537','60401018','',''
'7048414970',S036,'800002266','61907996','',''
'7048414970',S036,'800005580','62001M01','',''
'7048414970',S001,'800008022','62101001','',''
'7048414970',S036,'800007537','','',''
'7048414970',S004,'800010586','62101004','',''
'7048414970',S036,'800007361','61907996','',''
'7048414970',S004,'800010583','62001M01','',''
'7048414970',S036,'800007537','61907996','',''
'7048414970',S004,'800008764','62101001','',''
'7048414970',S001,'800007258','62101001','',''
'7048414970',S036,'800007470','','',''
'7048414970',S036,'800007361','60401018','',''
'7048414970',S036,'800007361','62101001','',''
'7048414970',S036,'800006661','62101001','',''
'7048414970',S001,'800000706','62101001','',''
'7048414970',S004,'800010284','62001M01','',''
'7048414970',S036,'800005690','62001M01','',''
'7048414970',S036,'800007534','','',''
'7048414970',S001,'800007629','62101001','',''
'7048414970',S001,'800007626','62101001','',''
'7048414970',S001,'800007535','62101001','',''
'7048414970',S004,'800007477','62101001','',''
'7048414970',S004,'800007477','62001M01','',''
'7048414970',S036,'800004230','61907996','',''
'7048414970',S001,'800000599','62101001','',''
'7048414970',S004,'800007467','62101001','',''
'7048414970',S036,'800007476','','',''
'7048414970',S036,'800005014','60401018','',''
'7048414970',S004,'800007447','62101004','',''
'7048414970',S001,'800008022','62101004','',''
'7048414970',S001,'800007535','62101004','',''
'7048414970',S001,'800007311','62101004','',''
'7048414970',S001,'800007310','62101004','',''
'7048414970',S001,'800007335','62101004','',''
'7048414970',S001,'800007338','62101004','',''
'7048414970',S004,'800007397','62101001','',''
'7048414970',S004,'800007377','62101004','',''
'7048414970',S004,'800003262','62101004','',''
'7048414970',S004,'800001855','62101004','',''
'7048414970',S004,'800001821','62101004','',''
'7048414970',S004,'800001773','62001M01','',''
'7048414970',S004,'800008765','62101001','',''
'7048414970',S004,'800007312','62101001','',''
'7048414970',S004,'800007313','62101001','',''
'7048414970',S004,'800007447','62101001','',''
'7048414970',S004,'800007477','62101004','',''
'7048414970',S001,'800000599','62101004','',''
'7048414970',S036,'800007395','62001M01','',''
'7048414970',S004,'800001918','62101001','',''
'7048414970',S004,'800007317','61907996','',''
'7048414970',S036,'800005014','62001001','',''
'7048414970',S004,'800007397','62001M01','',''
'7048414970',S036,'800005591','','',''
'7048414970',S004,'800003632','62101001','',''
'7048414970',S004,'800007313','62101004','',''
'7048414970',S004,'800007312','62101004','',''
'7048414970',S004,'800002436','62101004','',''
'7048414970',S001,'800007311','62101001','',''
'7048414970',S001,'800007310','62101001','',''
'7048414970',S001,'800007335','62101001','',''
'7048414970',S001,'800007338','62101001','',''
'7048414970',S004,'800002436','62101001','',''
'7048414970',S004,'800003306','62101001','',''
'7048414970',S004,'800006215','62101001','',''
'7048414970',S036,'800005001','','',''
'7048414970',S036,'800001774','62101001','',''
'7048414970',S036,'800001773','62101001','',''
'7048414970',S036,'800003250','62101001','',''
'7048414970',S036,'800003254','62101001','',''
'7048414970',S036,'800003261','62101001','',''
'7048414970',S001,'800007477','62101001','',''
'7048414970',S004,'800001855','62001M01','',''
'7048414970',S036,'800007317','62101001','',''
'7048414970',S001,'800003300','62101001','',''
'7048414970',S001,'800006393','62101001','',''
'7048414970',S001,'800007317','','',''
'7048414970',S064,'800006759','62101001','',''
'7048414970',S036,'800006050','62101001','',''
'7048414970',S036,'800007317','60804001','',''
'7048414970',S005,'800007377','62101004','',''
'7048414970',S005,'800007377','62101001','',''
'7048414970',S005,'800007313','62101004','',''
'7048414970',S005,'800007313','62101001','',''
'7048414970',S005,'800007312','62101004','',''
'7048414970',S005,'800007312','62101001','',''
'7048414970',S004,'800005002','62101001','',''
'7048414970',S004,'800005580','62101001','',''
'7048414970',S004,'800005003','62101001','',''
'7048414970',S004,'800005014','62101001','',''
'7048414970',S005,'800002436','62101001','',''
'7048414970',S005,'800002436','62101004','',''
'7048414970',S036,'800008975','62101001','',''
'7048414970',S004,'800007466','','',''
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7048401010',S008,'800001806','91507998',X,''
'7048401010',S008,'800002970','91507998',X,''
'7048401010',S008,'800007170','91507998',X,''
'7048401010',S008,'800002531','91507998',X,''
Счет главной книги,Класс услуги,Услуга,Класс ОС,Признак "Использование в основной деятельности",Признак "Способ использования"
'7047805030',S079,'800007541','','',''
'7047805030',S079,'800007547','','',''
'7047805030',S079,'800007548','','',''
'7047805030',S079,'800007545','','',''
